12657021.470542517,2513924.875092052,2.5162062760151853,0.0,0,15,0.2,1.9158455020058738,-2.035846528528726,-0.12000102652285216,speed,w,-30.53769792793089,30.53769792793089
12657021.50059878,2513924.8630841635,2.521808782914087,0.0,0,15,0.2,1.9214480089047754,-2.03374092053902,-0.1122929116342446,speed,w,-30.5061138080853,30.53769792793089
12657021.531768236,2513924.8510762765,2.5274985562755883,0.0,0,15,0.2,1.9271377822662767,-2.031574077298182,-0.10443629503190532,speed,w,-30.47361115947273,30.53769792793089
12657021.562937694,2513924.8378676013,2.5339039146304074,0.0,0,15,0.2,1.933543140621096,-2.0293620090538815,-0.09581886843278564,speed,w,-30.44043013580822,30.53769792793089
12657021.592993956,2513924.786233689,2.541216844196264,0.0,0,15,0.2,1.9408560701869524,-2.025763978924965,-0.08490790873801268,speed,w,-30.386459683874477,30.53769792793089
12657021.625276608,2513924.7682218594,2.5483028809593606,0.0,0,15,0.2,1.947942106950049,-2.02330977549783,-0.0753676685477811,speed,w,-30.34964663246745,30.53769792793089
12657021.657559259,2513924.7490092423,2.55470823931418,0.0,0,15,0.2,1.9543474653048682,-2.0208103473072314,-0.06646288200236317,speed,w,-30.31215520960847,30.53769792793089
12657021.68872872,2513924.7297966215,2.5603456527981217,0.0,0,15,0.2,1.9599848787888101,-2.018372154177617,-0.05838727538880706,speed,w,-30.275582312664255,30.53769792793089
12657021.71878498,2513924.710584003,2.5652849345812654,0.0,0,15,0.2,1.9649241605719538,-2.0159951969517493,-0.05107103637979549,speed,w,-30.239927954276236,30.53769792793089
12657021.748841243,2513924.6925721737,2.5699275103915706,0.0,0,15,0.2,1.969566736382259,-2.0136634645594946,-0.044096728177235534,speed,w,-30.204951968392415,30.53769792793089
12657021.778897505,2513924.675761133,2.574081394011317,0.0,0,15,0.2,1.9737206200020054,-2.011376957085783,-0.03765633708377747,speed,w,-30.17065435628674,30.53769792793089
12657021.807840575,2513924.660150878,2.5776767722704252,0.0,0,15,0.2,1.9773159982611137,-2.0091969098315943,-0.03188091157048056,speed,w,-30.13795364747391,30.53769792793089
12657021.836783642,2513924.6469422025,2.5809230846791347,0.0,0,15,0.2,1.9805623106698231,-2.007107312587096,-0.026545001917273048,speed,w,-30.10660968880644,30.53769792793089
12657021.86572671,2513924.634934316,2.584012317455165,0.0,0,15,0.2,1.9836515434458533,-2.005062940278679,-0.02141139683282578,speed,w,-30.07594410418018,30.53769792793089
12657021.894669777,2513924.621725642,2.587206269986314,0.0,0,15,0.2,1.9868454959770023,-2.002973343104336,-0.016127847127333617,speed,w,-30.04460014656504,30.53769792793089
12657021.92027326,2513924.609717754,2.5912030739733813,0.0,0,15,0.2,1.9908422999640698,-2.00111267726932,-0.010270377305250378,speed,w,-30.0166901590398,30.53769792793089
12657021.944763547,2513924.5977098695,2.595548943810847,0.0,0,15,0.2,1.9951881698015357,-1.9993132470657435,-0.004125077264207855,speed,w,-29.98969870598615,30.53769792793089
12657021.969253836,2513924.585701985,2.599929720233353,0.0,0,15,0.2,1.9995689462240414,-1.9975138167597055,0.0020551294643358364,speed,w,-29.962707251395578,30.53769792793089
